,tweet,class,processed_tweet
18832,RT @daliasza: &#8220;@NoChillPaz: Me when somebody says Childish Gambino is trash http://t.co/8ejOHDLdD9&#8221;,2,rt i when somebody say childish gambino be trash
18833,RT @dallywaggz12: &#8220;@JustReIatabIe: Charlie Sheen gets point for this http://t.co/V6v0d77oBM&#8221;,2,rt charlie sheen get point for this
18834,"RT @dallywaggz12: I may be a bitch, but least I keep it real.",1,rt i may be a bitch but least i keep it real
18835,"RT @dami3n00: Flappy birds Extreme now you can play two birds at once! Hardcore! Easier with two people lol! 

 http://t.co/yCTT56cXK5

 #f&#8230;",2,rt flappy bird extreme now you can play two bird at once hardcore easy with two people lol
18836,RT @damnlifepics: just a little closer bitch http://t.co/QWUFY11CrQ,1,rt just a little close bitch
18837,RT @damola49: @Ademulla happy birthday to the gayest nigga missing you and follow my new account british cunt,1,rt happy birthday to the gayest nigga miss you and follow my new account british cunt
18838,RT @dan_danovskis: &#8220;@FlappyBprob: If you're playing flappy bird: 1-800-273-8255 National Suicide Prevention Lifeline. RT to save lives&#8221; @r&#8230;,2,rt if you be play flappy bird 1 800 273 8255 national suicide prevention lifeline rt to save
18839,"RT @dan_danovskis: The theory of ""you say no to ratchet pussy, juicy j can't"" has been proven",1,rt the theory of you say no to ratchet pussy juicy j can not have be prove
18840,RT @danicafjelstul: If you ain't a gator you're gator bait &#128076;,2,rt if you be not a gator you be gator bait 128076
18841,RT @daniellecarr01: Where all my @Yankees fans?? #ny #yankees #VictoriaSecret #fitness http://t.co/IBNLKWuUNS,2,rt where all my fan ny yankee victoriasecret fitness
18842,"RT @danielleeKendra: Omg i was coughing and saw wiggas tweet &#58386;&#58386;&#58386;&#58386; the fuckkk lol. talk about choking , &#58385;&#58386;&#58385;&#58386;&#58386;",1,rt omg i be cough and see wiggas tweet the fuckkk lol talk about choke
18843,RT @daniellle_x3: I swear to god some guys are bigger bitches than girls,1,rt i swear to god some guy be big bitch than girl
18844,RT @danstfler: Hoes find a way to hoe...... no matter what http://t.co/kHsAmPbA68,1,rt hoe find a way to hoe no matter what
18845,RT @danwashburn: The Man Who Captured Muammar Gaddafi Was Wearing A Yankees Cap: http://t.co/7G70pOpW,2,rt the man who capture muammar gaddafi be wear a yankees cap
18846,RT @daqraca: How can anyone hate Charlie Sheen http://t.co/AF4T3MtmxU,2,rt how can anyone hate charlie sheen
18847,RT @darahkcarter: I don't have a key to my car that bitch foreign &#128080;,1,rt i do not have a key to my car that bitch foreign 128080
18848,"RT @daraobriain: Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for #tdf",2,rt tommy voeckler keep the yellow andy schleck do the break of the tour and contador be break incredible day for tdf
18849,"RT @dariusferg14: ""@VSamone: Dudes probably just think eating pussy is sucking on pussy lips &#128530;"" fse cut it out ;)",1,rt dude probably just think eat pussy be suck on pussy lip 128530 fse cut it out
18850,RT @darwinjames125: &#8220;@cali_dx: How black bitches drive when they fav song come on pt 1. &#128514;&#128514;&#128514;&#128514;&#128514; #GoLilStacy &#128514;&#128514; &#128514;&#128514;&#128514;&#128514; https://t.co/DKqhxPgoKP&#8221;,1,rt how black bitch drive when they fav song come on pt 1 golilstacy
18851,RT @dat_trulyGUY: before I betray them I slit my wrist http://t.co/8HNW9QeWSM,2,rt before i betray they i slit my wrist
18852,RT @datniggaT_RAW: top notch bitch hair down to her ass,1,rt top notch bitch hair down to her ass
18853,RT @datnigga_laced: I'm fuking every night up in my new house .. Cause bitch I worked to hard fa this new house .. &#128513;,1,rt i be fuke every night up in my new house cause bitch i work to hard fa this new house 128513
18854,RT @datnigga_laced: Never invest money into a broke bitch ..,1,rt never invest money into a broke bitch
18855,RT @dattniggamatt_: I'm a cool ass nigga lbs..it's rare if a mf don't like me..nigga you either hating or mad cus yo bitch choosing &#128557;&#128564;&#128175;,1,rt i be a cool ass nigga lbs it be rare if a mf do not like i nigga you either hate or mad cus yo bitch choose
18856,RT @davegetnmoney: I beat the pussy up up up up up...,1,rt i beat the pussy up up up up up
18857,RT @davegetnmoney: It's @2chainz birthday I wish you many big booty hoes mane. Shit ima turn up for your birthday too,1,rt it be birthday i wish you many big booty hoe mane shit i m a turn up for your birthday too
18858,RT @davegetnmoney: Not a flagrant lebrons a bitch,1,rt not a flagrant lebron a bitch
18859,RT @davegetnmoney: We don't want no skinny bitches get out! WE WANT BIG BOOTY BITCHES!,1,rt we do not want no skinny bitch get out we want big booty bitches
18860,"RT @david_marchese: Johnny Cash turned down ""The Gambler."" Guess you could say he didn't know when to ho . . . never mind.
 http://t.co/gMK&#8230;",1,rt johnny cash turn down the gambler guess you could say he do not know when to ho never mind
18861,RT @davidalderman77: Obama killed the Twinkie #gonetofar,2,rt obama kill the twinkie gonetofar
18862,RT @davidcomanhidy: It is well known that @centerplate supports cruelty to birds. #saveanimals-sign this petition: http://t.co/t07KZ5myEv h&#8230;,2,rt it be well know that support cruelty to bird saveanimal sign this petition
18863,"RT @davidjones720: ""Obama is out on the golf course still looking for his balls."" -Charlie Daniels",2,rt obama be out on the golf course still look for his ball daniels
18864,RT @davis_lyndsi: Lol she blocked you little bitches these days. &#128526; @_viktoriagracee,1,rt lol she block you little bitch these day 128526
18865,RT @daylynnb_: and if you aint a hoe get up out my trap house!!!,1,rt and if you be not a hoe get up out my trap house
18866,"RT @dbrend99: Even if you hate the Yankees there is no way you can't like Derek Jeter, he is one of the classiest and most respectful playe&#8230;",2,rt even if you hate the yankees there be no way you can not like derek jeter he be one of the classy and most respectful
18867,"RT @dcolbray88: ""@VonDreaam: If I post a picture of my woman, All you hoes jumping off a bridge tonight! Lol"" #OhKillem&#128544;&#128299;",1,rt if i post a picture of my woman all you hoe jump off a bridge tonight lol
18868,"RT @ddebrinar: Smh, what a hoe. You just couldn't wait. @NayaRivera",1,rt smh what a hoe you just could not wait
18869,RT @ddictedToHoes: when a bitch twerking on you in the club and you peep the change in her pocket http://t.co/xQYJbKZAnv,1,rt when a bitch twerke on you in the club and you peep the change in her pocket
18870,"RT @decider: #2 on the field, #1 in our hearts! What if @Yankees star Derek Jeter starred in ""Back to School?"" http://t.co/nSZ6xGjkLV #yank&#8230;",2,rt 2 on the field 1 in our heart what if star derek jeter star in back to school
18871,"RT @declothed: this dogs like 
""Go on, tell em I ate your bitch ass homework. they ain't never gunna believe your dumb ass"" http://t.co/wLN&#8230;",1,rt this dog like go on tell em i eat your bitch ass homework they be not never gunna believe your dumb ass
18872,RT @deecatanz: Lmao hoes now a days &#128514;&#128581;,1,rt lmao hoe now a day
18873,"RT @degg: *slow rap voice* that bitch can suck my dick
*faster rapping voice* that bitch can suck my dick",1,rt slow rap voice that bitch can suck my dick fast rapping voice that bitch can suck my dick
18874,"RT @delphrano: Berto couldn't KO this dude who wanted to get KO'd&#8230;Berto's trash, Upsher's trash, that fight was trash. #BronerTaylor #Boxing",2,rt berto could not ko this dude who want to get trash upsher trash that fight be trash bronertaylor box
18875,"RT @deno_5: ""hoooow bitch how"" &#128514;@UglyAssDerrick",1,rt hoooow bitch how
18876,RT @denytheprophecy: @NoneShallPass97 bitch my dick is yo dinner,1,rt bitch my dick be yo dinner
18877,RT @derekt529: See RT @Adolfhibsta: Your pussy &amp; personality gotta be trash if a nigga stopped talking to you after sex,1,rt see rt your pussy amp personality get to be trash if a nigga stop talk to you after sex
18878,RT @dessib_93: Lmao a hoe's favorite season is Cuffing Season! U aint know? &#128557;&#128586;&#128557; RT @Im_Yung_Jay: Summer hoes turning into winter wifeys! &#128528;,1,rt lmao a hoe favorite season be cuffing season u be not know rt summer hoe turn into winter wifeys 128528
18879,"RT @desusnice: ""In 2014 you tweeted that Migos were trash. Care to explain?"" - 2064 Supreme Court Confirmation Hearing",2,rt in 2014 you tweet that migos be trash care to explain 2064 supreme court confirmation hearing
18880,RT @deviledlegs: drawing myself an organic powdered goats milk bath with rose petals and chopped clams eww what just kidding it's Mr. Bubbl&#8230;,2,rt draw myself an organic powdered goat milk bath with rose petal and chop clam eww what just kid it be
18881,"RT @devonceeknowles: ""Uhm bitch the fuck its Wednesday and we are suppose to wear black u can't sit with us"" http://t.co/elxI5KyS5b",1,rt uhm bitch the fuck its wednesday and we be suppose to wear black u can not sit with we
18882,RT @dexfrost23: Lexi swear she a bad bitch,1,rt lexi swear she a bad bitch
18883,"RT @digaveliavelife: @KC_Uptown LOL shiiiiiit, one day they gonna have a have a golden statue of me lickin da shit out of some pussy in my &#8230;",1,rt lol shiiiiiit one day they go to have a have a golden statue of i lickin da shit out of some pussy in my 8230
18884,RT @digaveliavelife: Lol I be eatin da shit outta sum pussy. Ill never be a serial pussy eater tho.,1,rt lol i be eatin da shit outta sum pussy ill never be a serial pussy eater tho
18885,RT @digiflorals: I don't get why people bitch about an unfollow when you never talked to them,1,rt i do not get why people bitch about an unfollow when you never talk to they
18886,"RT @digiflorals: bitch do it look like I care 

&#12288; N
&#12288;&#12288; O
&#12288;&#12288;&#12288; O
&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288; .
&#12288;&#12288;&#12288;&#12288;.",1,rt bitch do it look like i care 12288 n o o o o 12290 12290
18887,RT @dilemma617: Your iPad raised your kid to be a giant pussy. Good job.,1,rt your ipad raise your kid to be a giant pussy good job
18888,RT @dinero700k_: These hoes really would sit in your face and act like they puttin the world in the relationship been fuckin off the whole &#8230;,1,rt these hoe really would sit in your face and act like they puttin the world in the relationship be fuckin off the whole 8230
18889,RT @diplo: guns are fucking corny put down your assault rifles and knuckle up.. i wanna go hand to hand with all the NRA pussy ass spoke ...,1,rt gun be fucking corny put down your assault rifle and knuckle up i wanna go hand to hand with all the nra pussy ass speak
18890,"RT @dirtyimage: @Tronkitty not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho",0,rt not just cause of hoe go to jail cause of fucking up hoe bloody n make they call you head honcho
18891,RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;,0,rt lmaooo friday after next you like that yo son a
18892,RT @divonte_photos: Momma said no pussy cats inside of my dog house.,1,rt momma say no pussy cat inside of my dog house
18893,"RT @dixiealley: @TonyJRodriguez @WolfVanHalen Not a FOB fan nor in the know. But ""Fuck you fatty"" is a poor argument for anything after 5th&#8230;",1,rt not a fob fan nor in the know but fuck you fatty be a poor argument for anything after
18894,RT @djMemphis10: Never hurt your Girlfriend to make a hoe happy &#128175; #djmemphis10,1,rt never hurt your girlfriend to make a hoe happy 128175 djmemphis10
18895,RT @djevilone: stupid ignorant bitch &#8220;@SarahPalinUSA: Stopped by Chick-fil-A in The Woodlands to support a great business. http://t.co/6 ...,1,rt stupid ignorant bitch stop by chick fil a in the woodlands to support a great business
18896,"RT @djgoofy500: I gave my number to this bad ass bitch a few days ago,She said I'll call you when I make it home. I'm starting to think tha&#8230;",1,rt i give my number to this bad ass bitch a few day ago she say i will call you when i make it home i be start to think
18897,"RT @djvlad: ""if your sis is a bitch, brother is a jerk,
leave 'em both alone and continue with your work"" - Q-Tip",1,rt if your sis be a bitch brother be a jerk leave them both alone and continue with your work q tip
18898,RT @dkiswinning: GamePlan: 1. Eat the pussy 2. Beat the pussy up 3. Apologize to the pussy by eating it again because it's so good.,1,rt gameplan 1 eat the pussy 2 beat the pussy up 3 apologize to the pussy by eat it again because it be so good
18899,RT @dnumberbefore_2: I want to take the time tonight to acknowledge all of the ex hoes,1,rt i want to take the time tonight to acknowledge all of the ex hoe
18900,RT @dnumberbefore_2: She used to be more fun as a hoe ..this new you is to positive,1,rt she use to be more fun as a hoe this new you be to positive
18901,"RT @doddynyc: I'm mature enough to eat pussy when it's time too, eating ass is just disrespect.",1,rt i be mature enough to eat pussy when it be time too eat ass be just disrespect
18902,RT @doddynyc: ya bitches luv throwing bread crumbs on the ground and complain about the pigeons who come flocking towards ya,1,rt ya bitch luv throw bread crumb on the ground and complain about the pigeon who come flock towards ya
18903,RT @domhowx: You know you're ugly when an ape was chosen as a man crush and you've never been http://t.co/DWPs7b4xJU,2,rt you know you be ugly when an ape be choose as a man crush and you never be
18904,RT @dominiggaaa: &#8220;@ReallyAintShit: This bitch come up and pull her titty out... What do you do? http://t.co/3p9chkHeY8&#8221; the more the merrie&#8230;,1,rt this bitch come up and pull her titty out what do you do the more the
18905,RT @donaldblack1995: &#8220;@VoiceOfDStreetz: This nigga jerry room smell like bad pussy!&#128530;&#8221;&#128514;&#128514;&#128514;,1,rt this nigga jerry room smell like bad
18906,RT @donnellrawlings: Salute to Derek jetter! Best Yankee ever!,2,rt salute to derek jetter best yankee ever
18907,RT @donnyoraha: Dont fucks with u hoe,1,rt do not fuck with u hoe
18908,"RT @dontesydnor: when kanye said ""mayonnaise colored benz, i push miracle whips"" http://t.co/iizYdfbZCg",2,rt when kanye say mayonnaise color benz i push miracle whip
18909,"RT @donthypeme: &#8220;@VSamone: &#8220;@donthypeme: any favorites off yellow album ?&#8221;all of it&#8221;

#theperfectanswer &#127942;",2,rt any favorite off yellow album of theperfectanswer 127942
18910,"RT @dopealbanian: I do know one thing tho, bitches they come &amp; go.",1,rt i do know one thing tho bitch they come amp go
18911,"RT @dougIyfe: niggas gon talk, bitches gon hate.",1,rt niggas gon talk bitch gon hate
18912,RT @downswinging: brendon urie must make other boys feel like trash,2,rt brendon urie must make other boy feel like trash
18913,RT @dre_snipes: Am I the only one Tht see these hoes pattern. They stop tweet for 3 to 4 weeks and come bac with the same love tweets bout &#8230;,1,rt be i the only one tht see these hoe pattern they stop tweet for 3 to 4 week and come bac with the same love tweet bout 8230
18914,RT @dreaF_: &#8220;@VoiceOfDStreetz: Ross got Amber Rose naked these hoes ain't loyal wiz&#8221; that ain't Amber Rose tho,1,rt ross get amber rose naked these hoe be not loyal that be not amber rose tho
18915,"RT @dreamhampton: bell hooks is ""bored"" by Nikki Minaj &amp; thinks ""pussy is old hat."" I'm bored by her old hat ass pop critiques.",1,rt bell hook be bored by nikki minaj amp think pussy be old hat i be bore by her old hat ass pop critique
18916,"RT @dreamthievin: Do I get to pick the actress who portrays me on ""Unsolved Mysteries"" when the police find the remains of the bitch who ca&#8230;",1,rt do i get to pick the actress who portray i on unsolved mysteries when the police find the remain of the bitch who
18917,RT @drewbillionaire: I just wanna pimp these hoe$ &amp; Ride Rarri's,1,rt i just wanna pimp these amp ride rarri
18918,"RT @drhoagie: .@1Dittlinger Jay; I think once someone has Alzheimer's, suffers from alcoholism and is mildly retarded, people shouldn't mak&#8230;",2,rt jay i think once someone have alzheimer suffer from alcoholism and be mildly retard people should not
18919,RT @dril: [(launches sack;s of burning medical waste into the side of someones house for having a bird feeder on their porch)] Fucking Bird&#8230;,1,rt launch of burn medical waste into the side of someone house for have a bird feeder on their porch fucking
18920,"RT @dril: ah, i can smell it,. its just about ready. *opens the oven up and pulls out a sshitty burnt up ritz cracker* my perfect boy's lu&#8230;",1,rt ah i can smell it its just about ready open the oven up and pull out a sshitty burn up ritz cracker my perfect boy
18921,RT @dril: hoo boy... these guinea pigd love to shit. shouldn't have ordered the full dozen,1,rt hoo boy these guinea pigd love to shit should not have order the full dozen
18922,"RT @dril: night time falls. im ""corie latin"" now. a man of intrigue. i place a bird feather into my glass of scotch and i never do posts ab&#8230;",2,rt night time fall i m corie latin now a man of intrigue i place a bird feather into my glass of scotch and i never do post
18923,RT @driswitdacake: bitches fwu when they wanna .. ha na bitch not over here,1,rt bitch fwu when they wanna ha na bitch not over here
18924,RT @drizzyswerve96: @0kkaren it looks like he's wearing a trash bag,2,rt it look like he be wear a trash bag
18925,"RT @drphilDONTEhue: Don't curve the man today, in whom you may need to eat your pussy tomorrow",1,rt do not curve the man today in whom you may need to eat your pussy tomorrow
18926,RT @drphilDONTEhue: Real. &#8220;@heynessagirl: He eats your pussy until u nut. So why u can't return the favor&#8221;,1,rt real he eat your pussy until u nut so why u can not return the
18927,"RT @druggedvibes: Top 5 Thot Tattoos :

1) dream catchers 

2) bird feathers 

3) inspirational quotes that they dont live by 

4) animal p&#8230;",2,rt top 5 thot tattoos 1 dream catcher 2 bird feather 3 inspirational quote that they do not live by 4 animal
18928,"RT @drunksixthgrade: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/KyN7iZFw4i",1,rt and if you be not a hoe get up out my traphouseeee
18929,RT @drunksixthgrade: 7th grade bitches &lt;3 http://t.co/USAEZLCs5v,1,rt 7th grade bitch
18930,RT @drunksixthgrade: dont mind me im just over here tryin to teach ur bitch how to dougie,1,rt do not mind i i m just over here tryin to teach ur bitch how to dougie
18931,RT @drunksixthgrade: my new years resolution is to fuck ur bitch 2014 times,1,rt my new year resolution be to fuck ur bitch 2014 time
18932,RT @drunktweets81: You sure do have a pretty face for a cripple,2,rt you sure do have a pretty face for a cripple
18933,RT @dsrtvet: @FoxNews @tjoy7 And I don't have any confidence NONWHATSOEVER in you Barack! You're the sole reason why this country is in thi&#8230;,2,rt and i do not have any confidence nonwhatsoever in you barack you be the sole reason why this country be in
18934,"RT @dubstep_cowboy: #HowToGetAGirl do not and I repeat DO NOT! refer to her as your ""bitch""",1,rt howtogetagirl do not and i repeat do not refer to she as your bitch
18935,RT @duhhvenuhh: violet needs service to get texts from hoes @violetannt http://t.co/K3bzbNyW5h,1,rt violet need service to get text from hoes
18936,"RT @duttyOGshake: ""pussy ass nigga"" http://t.co/G0KL3ZbTAo",1,rt pussy ass nigga
18937,RT @duttyOGshake: for real this game is pub trash let's do drugs and get smashed,2,rt for real this game be pub trash let us do drug and get smash
18938,"RT @dxpperjay: You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?",0,rt you asshole know that refer to a girl as bitch do not make your dick any big right
18939,RT @dylanhornick: @felferrara &amp; @_tiffanycarter rivvv tn. no bailing.. #pussies,1,rt amp rivvv tn no bailing pussy
18940,"RT @dynamite8503: ""Why y'all doing the ALS challenge if y'all not gonna donate?"" Cuz we don't $10k &amp; Tiger Blood to donate unlike Charlie &#8230;",2,rt why you all do the als challenge if you all not go to donate cuz we do not 10k amp tiger blood to donate unlike charlie 8230
18941,RT @eaglesfan167: #Eagles 5hrs till the birds kick some ass###bleedgreen,2,rt eagle 5hrs till the bird kick some
18942,"RT @eanahS__: @1inkkofrosess bro you just made me want that ho even more , what year?",1,rt bro you just make i want that ho even more what year
18943,"RT @eanahS__: @1inkkofrosess lol my credit ain't no where near good , but I know the right man for the job .. that ho nice though!",2,rt lol my credit be not no where near good but i know the right man for the job that ho nice though
18944,RT @eanahS__: I done had EVERYTHING you hoes ever wanted s|o to MY DADDY. Nigga w the MONEY!!!!!,1,rt i done have everything you hoe ever want to my daddy nigga w the money
18945,RT @earthWormSLIM: if melo go to the bulls they still gon be trash unless melo get special privileges allowin him 2play in a allstar uniform,2,rt if melo go to the bull they still gon be trash unless melo get special privilege allowin he 2play in a allstar uniform
18946,RT @easy_edd: lifes a bitch,1,rt life a bitch
18947,RT @ebs_14: This Jimmy Fallon Prank of getting NY Yankees fans to boo Robinson Cano is amazing. http://t.co/XnZKZLly4G via,2,rt this jimmy fallon prank of get ny yankees fan to boo robinson cano be amazing g via
18948,"RT @echobunny9203: Make sure you take your rage out on unsuspecting targets today. I chose a stapler, and that bitch had it coming.",1,rt make sure you take your rage out on unsuspecting target today i choose a stapler and that bitch have it come
18949,"RT @eddiekinggg: I completely lost my mind, if you find it, go ahead and keep it bitch",1,rt i completely lose my mind if you find it go ahead and keep it bitch
18950,RT @eeerik23: Jimmy Graham is one ugly son of a bitch,1,rt jimmy graham be one ugly son of a bitch
18951,RT @eemoneee: I wish a bitch would tell me something that I don't know about MY nigga. girlboo,1,rt i wish a bitch would tell i something that i do not know about my nigga girlboo
18952,RT @efromthelost: @ObieOneHHH #doggpound never left hip hop fans just turned into hoes. Literally ratchet broads that pretend to like baske&#8230;,1,rt doggpound never leave hip hop fan just turn into hoe literally ratchet broad that pretend to like
18953,"RT @eidolon_ebooks: dreamt i was in a trash bag, btw.",2,rt dreamt i be in a trash bag btw
18954,"RT @elchavaloko: @UntouchableVick @staycoolwheels yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;",1,rt yea but cotto be frustrate n do not wanna go on and like a bitch he leave the ring as
18955,RT @elchavaloko: @_WhitePonyJr_ @Buckm00se @Eric_Mariners i see you guys kicked this long haired faggot out your lil video game team,1,rt i see you guy kick this long haired faggot out your lil video game team
18956,"RT @elchavaloko: @_WhitePonyJr_ @saucygyro @Buckm00se so you gonna believe me,a cripple or a fuckn hippo??",1,rt so you go to believe i a cripple or a fuckn hippo
18957,RT @elchavaloko: I can see moose rockin himself back n forth in a corner of n empty room with his faggot hair all in his face sayin 2 himse&#8230;,1,rt i can see moose rockin himself back n forth in a corner of n empty room with his faggot hair all in his face sayin 2
18958,"RT @elchavaloko: I still laugh at maniac being scared of needles,i bet he was crying like a bitch when he got his gay ass tat",1,rt i still laugh at maniac be scare of needle i bet he be cry like a bitch when he get his gay ass tat
18959,RT @elchavaloko: Wouldn't mind driving up to ghetto ass chula vista just to slap the shit out of gyro and watch him stand there and just ta&#8230;,1,rt would not mind drive up to ghetto ass chula vista just to slap the shit out of gyro and watch he stand there and just
18960,RT @elcinpoyrazlar: Two Jihadis Arguing Over Stolen M&amp;M's Will Make Your Day http://t.co/uFRcLDiovX @markham @vocativ http://t.co/zukwJ2ve2d,2,rt two jihadis argue over stolen will make your day
18961,"RT @eleven8: ""You bummy hoes can't do this"" ur right sis. Most I do is splash some peppermint soap on it. Other shit ain't necessary.",1,rt you bummy hoe can not do this ur right sis most i do be splash some peppermint soap on it other shit be not necessary
18962,"RT @ella__fraser: When you clam up, my survival instinct is to kick the door shut",2,rt when you clam up my survival instinct be to kick the door shut
18963,RT @elleeebeee: flappy bird make me just smash my phone into my face,2,rt flappy bird make i just smash my phone into my face
18964,RT @elvisknievil: Hover parents are the ones who bitch the most about their children's dependence.,1,rt hover parent be the one who bitch the most about their child dependence
18965,RT @emilyBOOMBOOM: Its 3am. And your man is with his other bitch. A computer. And you really cannot fucking compete.,1,rt its 3 am and your man be with his other bitch a computer and you really can not fucking compete
18966,"RT @eminemXher: It's #novEMINEMber, bitch!!! 

@Eminem Artist Of The Year #AMAs http://t.co/1MENiz4urw",1,rt it be noveminember bitch artist of the year ama
18967,RT @emma3156: Quit hoggin the blunt bitch&#58373;,1,rt quit hoggin the blunt
18968,RT @emmaleeenaa: I be catchin bitches while bitches be catchin feelings,1,rt i be catchin bitch while bitch be catchin feeling
18969,RT @emmskayy: Don't put the pussy on a pedestal homie,1,rt do not put the pussy on a pedestal homie
18970,RT @enymsaj_h: Kills me when bitches have a different REAL life MCM every damn Monday lmao. #WhoRaisedYou &#128550;&#128550;,1,rt kill i when bitch have a different real life mcm every damn monday lmao whoraisedyou
18971,RT @eph4_15: Allen West &amp; The Slippery slope of Obama's constitutional contempt http://t.co/ropPmOtnbD #PJNET #CCOT,2,rt allen west amp the slippery slope of obama constitutional contempt pjnet ccot
18972,"RT @erdikken: Where are They Now Fads 
Doc Martens -enjoying anal sex 
Girbaud -Posers, wiggers, fake bangers. Now accountants
Jncos -Domin&#8230;",1,rt where be they now fads doc martens anal sex girbaud wigger fake banger now accountant jncos
18973,"RT @ericxmorrison: burn forever, bitch.",1,rt burn forever bitch
18974,"RT @erikxrosa: The ones we really like , we can't get.
But if you got the one you really like then you a lucky bitch.",1,rt the one we really like we can not get but if you get the one you really like then you a lucky bitch
18975,RT @erinfbaaby: &#8220;@2chainzz2pumps: Girl ugly denna hoe &#128532;&#8221; what's this then :/ http://t.co/YbXiFwTugu,1,rt girl ugly denna hoe what be this then
18976,RT @erykahrogers_: idc how cute you are that shit dont matter if you got a trash personality.,1,rt idc how cute you be that shit do not matter if you get a trash personality
18977,"RT @espn: Hot off the press, here&#8217;s Todd McShay&#8217;s first post-Combine NFL mock draft, including a new No. 1. http://t.co/su5ixWrthq",2,rt hot off the press todd first post combine nfl mock draft include a new no 1
18978,"RT @espn: When the Yanks and Sox get together, things usually go smoothly -&gt; http://t.co/f3t97ymMd5",2,rt when the yanks and sox get together thing usually go smoothly
18979,RT @estradax187: Money is the baddest bitch I know,1,rt money be the badd bitch i know
18980,RT @etaks2evil: When the pussy so good you can't pull out. Ever. http://t.co/3529gVbXkT,1,rt when the pussy so good you can not pull out ever
18981,RT @eternalhbic: if u got cotton mouth u can eat my pussy,1,rt if u get cotton mouth u can eat my pussy
18982,"RT @eternalhbic: porno hoes funny af bc they'll still be like ""u like this tight ass pussy"" even tho the dude been fucking for 45 minutes w&#8230;",1,rt porno hoe funny af bc they will still be like u like this tight ass pussy even tho the dude be fucking for 45 minute
18983,RT @eternalhbic: u still in ur feelings and he in some new pussy,1,rt u still in ur feeling and he in some new pussy
18984,"RT @excusemydank: ""Fuck all the skinny bitches"" @NICKIMINAJ #NeverForget &#128557;&#128128; http://t.co/Ndhqmn3LvU",1,rt fuck all the skinny bitch neverforget
18985,"RT @exjon: Before covering up #IRS misdeeds, creepy little leprechaun John Koskinen cooked the books for Teamsters &amp; Freddie Mac http://t.c&#8230;",1,rt before cover up irs misdeed creepy little leprechaun john koskinen cook the book for teamsters amp freddie mac
18986,RT @exlibris: I have an embarrassment of bitches,1,rt i have an embarrassment of bitch
18987,RT @fLEXing_: &#8220;@vivalaleexx: Sitting pretty makes bitches mad &#128129;&#128081;&#8221;pretty much,1,rt sit pretty make bitch mad much
18988,"RT @fOREiGNCRAZi: Nosey ass hoes , I hate em. Always finding shit but can't find a man to date em &#128530;&#9995;",1,rt nosey ass hoe i hate em always find shit but can not find a man to date em
18989,RT @fabulousanimals: A monkey with a mustache by Thomas Kienzle http://t.co/J5PA2BoU23,2,rt a monkey with a mustache by thomas kienzle
18990,RT @fadedf0rever: she's covering half of her face and she's still more prettier than all of you hoes skndndnddnd http://t.co/4ATrKJt0Gp,1,rt she be cover half of her face and she be still more pretty than all of you hoe skndndnddnd
18991,RT @fart: My friends the 2014 @Chevrolet Malibu has the legroom and ventilation necessary for professional pussy-eating. Visit your Chevy d&#8230;,1,rt my friend the 2014 malibu have the legroom and ventilation necessary for professional pussy eating visit your chevy
18992,"RT @fart: i just found out that ""marehood"" is code for ""horse pussy"" #brony #mlp http://t.co/ycQTmM3lid",1,rt i just find out that marehood be code for horse pussy brony mlp
18993,RT @fatandfly88: Bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d&#8230;,1,rt bitch talk bout dey bout ta chill out on go out you bitch just say dat cause its get cold and u bitch
18994,RT @fatguythe: *sings Careless Whisper to broken 7 year old flip flop on the way to the trash,2,rt sing careless whisper to break 7 year old flip flop on the way to the trash
18995,"RT @femaIes: ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/2GgLYHm8qC",1,rt nah go talk to ur hoe since u do not wanna text back n shit
18996,RT @femaIes: I swear &#128514; we in this forever now bitch http://t.co/293YMZDmun,1,rt i swear 128514 we in this forever now bitch
18997,"RT @femaIes: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a ba&#8230;",1,rt a girl tweet you might be ghetto if u bring food from outside into the movie no u might be stupid if u pay for a
18998,"RT @femaIestweets: ""nah go talk to ur bitch since she yo crush n shit"" http://t.co/S1JAGSJW6P",1,rt nah go talk to ur bitch since she yo crush n shit
18999,RT @femaleproblems: u may think im a bitch but as soon as you get to know me u realize that first impressions are right and i am a bitch,1,rt u may think i m a bitch but as soon as you get to know i u realize that first impression be right and i be a bitch
